title,country,points,price,province,variety,category,flavor_categories_taste_notes
Buttonwood 2013 Classic Cuvée Red (Santa Ynez Valley),US,89,22,California,Bordeaux-style Red Blend,red,other
Viña Cobos 2013 Malbec (Perdriel),Argentina,89,210,Mendoza Province,Malbec,red,"light, fruity"
Angel Vine 2013 Primitivo (Columbia Valley (WA)),US,89,24,Washington,Primitivo,red,"light, fruity"
Atwater 2015 Dry Rosé of Cabernet Franc (Finger Lakes),US,89,15,New York,Cabernet Franc,red,"light, fruity"
Les Trois Couronnes 2011  Gigondas,France,89,23,Rhône Valley,Rhône-style Red Blend,red,other
Mastroberardino 2011 Aglianico (Campania),Italy,89,25,Southern Italy,Aglianico,red,"medium bodied, balanced"
K Cellars 2012 Merlot (Thracian Valley),Bulgaria,89,11,Thracian Valley,Merlot,red,"medium bodied, balanced"
Zymè 2008  Valpolicella Classico Superiore,Italy,89,46,Veneto,"Corvina, Rondinella, Molinara",red,"full bodied, robust"
Le Bertarole 2008 Podere Le Marognole  (Amarone della Valpolicella Classico),Italy,89,35,Veneto,"Corvina, Rondinella, Molinara",red,"full bodied, robust"
Gino Fasoli 2007 Alteo  (Amarone della Valpolicella),Italy,89,99,Veneto,"Corvina, Rondinella, Molinara",red,"medium bodied, balanced"
Tedeschi 2010 Capitel San Rocco  (Valpolicella Superiore Ripasso),Italy,89,28,Veneto,"Corvina, Rondinella, Molinara",red,"medium bodied, balanced"
Bolla 2007  Amarone della Valpolicella Classico,Italy,89,45,Veneto,"Corvina, Rondinella, Molinara",red,"light, fruity"
Chanson Père et Fils 2009  Gevrey-Chambertin,France,89,72,Burgundy,Pinot Noir,red,"medium bodied, balanced"
Degani 2009 La Rosta  (Amarone della Valpolicella Classico),Italy,89,56,Veneto,"Corvina, Rondinella, Molinara",red,"light, fruity"
Domaine A. Machard de Gramont 2010 Les Damodes Premier Cru  (Nuits-St.-Georges),France,89,78,Burgundy,Pinot Noir,red,"medium bodied, balanced"
Château Bouissel 2009 Le Syrah de Bouissel Syrah (Vin de Pays du Comté Tolosan),France,89,18,Southwest France,Syrah,red,"full bodied, robust"
Steenberg 2009 Private Cellar Series Red Blend Red (Western Cape),South Africa,89,18,Western Cape,Red Blend,red,"medium bodied, balanced"
Marchiori & Barraud 2009 Cabernet Sauvignon (Perdriel),Argentina,89,26,Mendoza Province,Cabernet Sauvignon,red,"light, fruity"
Rust en Vrede 2007 Estate Red (Stellenbosch),South Africa,89,42,Stellenbosch,Red Blend,red,"full bodied, robust"
Cinder NV Cabernet Sauvignon 67% Merlot 19% Malbec 14% Red,US,89,29,Idaho,Bordeaux-style Red Blend,red,"light, fruity"
Cono Sur 2015 Organically Grown Grapes Cabernet Sauvignon-Carmenere-Syrah Red (Chile),Chile,89,14,Chile,Red Blend,red,"full bodied, robust"
Podere San Cristoforo 2015 Petit Verdot (Toscana),Italy,89,27,Tuscany,Petit Verdot,red,"full bodied, robust"
Coffee Pot Cellars 2014 Meritage (North Fork of Long Island),US,89,26,New York,Meritage,red,"medium bodied, balanced"
Domaine Faiveley 2015 Clos de l'Ecu Premier Cru  (Beaune),France,89,77,Burgundy,Pinot Noir,red,"full bodied, robust"
Casa de Santar 2004 Red (Dão),Portugal,89,17,Dão,Portuguese Red,red,"full bodied, robust"
Château du Trignon 2009  Gigondas,France,89,33,Rhône Valley,Rhône-style Red Blend,red,other
Gård 2011 Lawrence Vineyards Vaucluse Red (Columbia Valley (WA)),US,89,33,Washington,Rhône-style Red Blend,red,"full bodied, robust"
Abacela 2009 Syrah (Southern Oregon),US,89,19,Oregon,Syrah,red,"light, fruity"
Château Ponzac 2009 Patiemment Malbec (Cahors),France,89,25,Southwest France,Malbec,red,other
Concha y Toro 2009 Terrunyo Entre Cordilleras Peumo Vineyard Carmenère (Peumo),Chile,89,38,Peumo,Carmenère,red,"medium bodied, balanced"
Viña Casablanca 2010 Nimbus Single Vineyard Pinot Noir (Casablanca Valley),Chile,89,23,Casablanca Valley,Pinot Noir,red,"full bodied, robust"
Benegas 2009 Don Tiburcio Red (Mendoza),Argentina,89,16,Mendoza Province,Bordeaux-style Red Blend,red,"full bodied, robust"
Bressia 2007 Conjuro Red (Mendoza),Argentina,89,120,Mendoza Province,Red Blend,red,"full bodied, robust"
Yering Station 2010 Pinot Noir (Yarra Valley),Australia,89,20,Victoria,Pinot Noir,red,"full bodied, robust"
Gifford Hirlinger 2009 Estate Petit Verdot (Walla Walla Valley (WA)),US,89,28,Washington,Petit Verdot,red,"full bodied, robust"
M. Chapoutier 2009 Petite Ruche  (Crozes-Hermitage),France,89,27,Rhône Valley,Syrah,red,"medium bodied, balanced"
Meyer Family Vineyards 2012 Reimer Vineyard Pinot Noir (Okanagan Valley),Canada,89,40,British Columbia,Pinot Noir,red,"medium bodied, balanced"
Casas del Toqui 2010 Terroir Selection Gran Reserva Syrah (Cachapoal Valley),Chile,89,16,Cachapoal Valley,Syrah,red,"full bodied, robust"
Talamonti 2007 Tre Saggi  (Montepulciano d'Abruzzo),Italy,89,19,Central Italy,Montepulciano,red,"medium bodied, balanced"
Valle Reale 2006 San Calisto  (Montepulciano d'Abruzzo),Italy,89,40,Central Italy,Montepulciano,red,"full bodied, robust"
Straight Line 2010 Tempranillo (California),US,89,24,California,Tempranillo,red,"full bodied, robust"
Galardi 2013 Terra di Lavoro Red (Campania),Italy,89,90,Southern Italy,Red Blend,red,"light, fruity"
Morgante 2013 Nero d'Avola (Sicilia),Italy,89,18,Sicily & Sardinia,Nero d'Avola,red,"light, fruity"
Cambridge & Sunset 2013 California Series Zinfandel (California),US,89,14,California,Zinfandel,red,"light, fruity"
Villa Yambol 2013 Reserve Cabernet Sauvignon (Thracian Valley),Bulgaria,89,12,Thracian Valley,Cabernet Sauvignon,red,"full bodied, robust"
Blackbird Vineyards 2008 Contrarian Red (Oak Knoll District),US,89,90,California,Red Blend,red,"light, fruity"
Cheval des Andes 2007 Red (Mendoza),Argentina,89,80,Mendoza Province,Bordeaux-style Red Blend,red,"full bodied, robust"
Domaine de Cébène 2009 Felgaria Red (Faugères),France,89,45,Languedoc-Roussillon,Rhône-style Red Blend,red,"light, fruity"
Benegas 2006 Benegas Lynch Cabernet Franc (Mendoza),Argentina,89,45,Mendoza Province,Cabernet Franc,red,"full bodied, robust"
Bodegas Faustino 1998 Faustino de Autor Reserva Especial  (Rioja),Spain,89,59,Northern Spain,Tempranillo,red,"medium bodied, balanced"
Castello Banfi 2004 Mandrielle Merlot (Sant'Antimo),Italy,89,36,Tuscany,Merlot,red,"full bodied, robust"
Ceralti 2004 Sonoro Merlot (Toscana),Italy,89,50,Tuscany,Merlot,red,"medium bodied, balanced"
Piaggia 2004 Poggio de' Colli Cabernet Franc (Toscana),Italy,89,55,Tuscany,Cabernet Franc,red,"full bodied, robust"
Marqués de Arviza 2001 Reserva  (Rioja),Spain,89,30,Northern Spain,Tempranillo Blend,red,other
La Perla Marco Triacca 2011 La Mossa  (Valtellina Superiore),Italy,89,27,Lombardy,Nebbiolo,red,"full bodied, robust"
Bodega Renacer 2012 Punto Final Clásico Malbec (Mendoza),Argentina,89,12,Mendoza Province,Malbec,red,"light, fruity"
Campolargo 2009 Pinot Noir (Portuguese Table Wine),Portugal,89,34,Portuguese Table Wine,Pinot Noir,red,"full bodied, robust"
Urla 2011 Tempus Red (Aegean),Turkey,89,56,Aegean,Red Blend,red,"full bodied, robust"
Château du Port 2011 Cuvée Prestige Malbec (Cahors),France,89,39,Southwest France,Malbec,red,"full bodied, robust"
Roza Ridge 2009 Malbec (Rattlesnake Hills),US,89,20,Washington,Malbec,red,"full bodied, robust"
Jean-Claude Boisset 2009 Les Charbonnières  (Nuits-St.-Georges),France,89,51,Burgundy,Pinot Noir,red,"medium bodied, balanced"
Keenan 2009 Mailbox Vineyard Reserve Merlot (Spring Mountain District),US,89,64,California,Merlot,red,"medium bodied, balanced"
Manara 2009 Le Morete  (Valpolicella Classico Superiore Ripasso),Italy,89,25,Veneto,"Corvina, Rondinella, Molinara",red,"light, fruity"
Antica Corte 2009  Amarone della Valpolicella Classico,Italy,89,47,Veneto,"Corvina, Rondinella, Molinara",red,"light, fruity"
Il Marroneto 2007  Brunello di Montalcino,Italy,89,68,Tuscany,Sangiovese Grosso,red,"medium bodied, balanced"
R Wines 2007 Luchador Shiraz (South Australia),Australia,89,19,South Australia,Shiraz,red,"full bodied, robust"
Hans Moser 2006 V.T.S. Red (Burgenland),Austria,89,36,Burgenland,Red Blend,red,"full bodied, robust"
Robert Ramsay 2014 McKinley Springs Vineyard Mourvèdre (Horse Heaven Hills),US,89,35,Washington,Mourvèdre,red,"light, fruity"
DeLille 2014 Red Willow Vineyard Malbec (Yakima Valley),US,89,49,Washington,Malbec,red,"medium bodied, balanced"
Château Saint-Sernin 2007 Prestige Malbec (Cahors),France,89,19,Southwest France,Malbec,red,other
TapaNappa 2006 Whalebone Vineyard Merlot (Wrattonbully),Australia,89,86,South Australia,Merlot,red,"full bodied, robust"
Giacomo Vico 2007  Barbera d'Alba Superiore,Italy,89,24,Piedmont,Barbera,red,"medium bodied, balanced"
MandraRossa 2014 Carthago Nero d'Avola (Sicilia),Italy,89,26,Sicily & Sardinia,Nero d'Avola,red,"full bodied, robust"
Valle dell'Acate 2014 Il Moro Nero d'Avola (Vittoria),Italy,89,26,Sicily & Sardinia,Nero d'Avola,red,"light, fruity"
Henschke 2006 Giles Pinot Noir (Lenswood),Australia,89,45,South Australia,Pinot Noir,red,"medium bodied, balanced"
Ventisquero 2006 Grey Apalta Vineyards Shiraz (Colchagua Valley),Chile,89,29,Colchagua Valley,Shiraz,red,"medium bodied, balanced"
J. & F. Lurton 2007 Pilheiros Grande Escolha Red (Douro),Portugal,89,45,Douro,Red Blend,red,"medium bodied, balanced"
Nautilus 2010 Pinot Noir (Marlborough),New Zealand,89,29,Marlborough,Pinot Noir,red,"full bodied, robust"
Tapteil Vineyard 2010 Red Heaven Vineyard Mourvèdre (Red Mountain),US,89,34,Washington,Mourvèdre,red,"light, fruity"
Mission Estate 2010 Cabernet Sauvignon (Hawke's Bay),New Zealand,89,16,Hawke's Bay,Cabernet Sauvignon,red,"medium bodied, balanced"
Movia 2007 Cabernet Sauvignon (Brda),Slovenia,89,38,Brda,Cabernet Sauvignon,red,"full bodied, robust"
Borsao 2008 Red (Campo de Borja),Spain,89,8,Northern Spain,Red Blend,red,"light, fruity"
Te Awa 2006 Boundary Red (Hawke's Bay),New Zealand,89,30,Hawke's Bay,Red Blend,red,"medium bodied, balanced"
Pargua 2008 Red (Maipo Valley),Chile,89,42,Maipo Valley,Red Blend,red,other
Domaine de la Noblaie 2011 La Noblaie Rouge  (Chinon),France,89,17,Loire Valley,Cabernet Franc,red,"full bodied, robust"
Flying Angels 2007 Reserva Cabernet Sauvignon (Curicó Valley),Chile,89,12,Curicó Valley,Cabernet Sauvignon,red,"full bodied, robust"
Montipagano 2003 Costamorro  (Montepulciano d'Abruzzo Colline Teramane),Italy,89,30,Central Italy,Montepulciano,red,"medium bodied, balanced"
Mattucci 2014 Primitivo (Paso Robles),US,89,30,California,Primitivo,red,"full bodied, robust"
Fattoria Poggerino 2010  Chianti Classico,Italy,89,24,Tuscany,Sangiovese,red,"light, fruity"
Fiuza 2011 Cabernet Sauvignon (Tejo),Portugal,89,12,Tejo,Cabernet Sauvignon,red,"full bodied, robust"
Prospect 772 2013 Black Tie Charlie Red (California),US,89,27,California,Red Blend,red,"full bodied, robust"
Golan Heights Winery 2009 Yarden Pinot Noir (Galilee),Israel,89,28,Galilee,Pinot Noir,red,"medium bodied, balanced"
Cedar Creek 2011 Estate Bottled Cabernet Franc (Shenandoah Valley),US,89,19,Virginia,Cabernet Franc,red,"light, fruity"
Martinborough Vineyard 2014 Home Block Pinot Noir (Martinborough),New Zealand,89,65,Martinborough,Pinot Noir,red,"full bodied, robust"
Ca'Romè 2005 Vigna Cerretta  (Barolo),Italy,89,112,Piedmont,Nebbiolo,red,"full bodied, robust"
Longevity 2012 Tempranillo (Livermore Valley),US,89,29,California,Tempranillo,red,"full bodied, robust"
Domaine d'Arton 2011 La Croix d'Arton Red (Côtes de Gascogne),France,89,12,Southwest France,Red Blend,red,"full bodied, robust"
Domaine de Cause 2011 Tradition Malbec (Cahors),France,89,15,Southwest France,Malbec,red,"full bodied, robust"
Reininger 2011 Syrah (Walla Walla Valley (WA)),US,89,46,Washington,Syrah,red,"light, fruity"
Craggy Range 2011 Te Muna Road Single Vineyard Pinot Noir (Martinborough),New Zealand,89,46,Martinborough,Pinot Noir,red,"full bodied, robust"
Richard Rottiers 2013 La Sambinerie  (Beaujolais-Villages),France,89,12,Beaujolais,Gamay,red,"medium bodied, balanced"
Flying Trout 2007 Konnowac Vineyard Old Vines Malbec (Rattlesnake Hills),US,89,39,Washington,Malbec,red,other
Frogmore Creek 2007 Pinot Noir (Tasmania),Australia,89,29,Tasmania,Pinot Noir,red,"full bodied, robust"
Baglio di Pianetto 2006 Salici Merlot (Sicilia),Italy,89,24,Sicily & Sardinia,Merlot,red,"full bodied, robust"
Konzelmann 2007 Icewine Cabernet Sauvignon (Niagara Peninsula),Canada,89,58,Ontario,Cabernet Sauvignon,red,"light, fruity"
Clarendon Hills 2008 Baker's Gully Syrah (Clarendon),Australia,89,50,South Australia,Syrah,red,"full bodied, robust"
Domaine Charles Thomas 2009 Red (Côtes du Rhône),France,89,12,Rhône Valley,Rhône-style Red Blend,red,other
Matanzas Creek 2009 Journey Red (Sonoma County),US,89,155,California,Bordeaux-style Red Blend,red,"medium bodied, balanced"
Hewitson 2013 Baby Bush Mourvèdre (Barossa Valley),Australia,89,20,South Australia,Mourvèdre,red,"medium bodied, balanced"
Château Renard 2012  Fronsac,France,89,23,Bordeaux,Merlot,red,"medium bodied, balanced"
DFJ Vinhos 2014 Grand'Arte Touriga Nacional (Lisboa),Portugal,89,15,Lisboa,Touriga Nacional,red,"light, fruity"
P.J. Valckenberg 2015 Undone Pinot Noir (Rheinhessen),Germany,89,11,Rheinhessen,Pinot Noir,red,"light, fruity"
Salentein 2015 Killka Collection Malbec (Valle de Uco),Argentina,89,15,Mendoza Province,Malbec,red,"light, fruity"
Château Tour du Moulin 2009 Les Terres Rouges  (Fronsac),France,89,35,Bordeaux,Merlot,red,"light, fruity"
Casa Silva 2009 Gran Reserva Lolol Syrah (Colchagua Valley),Chile,89,22,Colchagua Valley,Syrah,red,"medium bodied, balanced"
Domaine Pont de Guestres 2008  Lalande de Pomerol,France,89,23,Bordeaux,Bordeaux-style Red Blend,red,other
Nicolucci 2013 Vigna del generale Predappio di Predappio Sangiovese (Romagna),Italy,89,39,Central Italy,Sangiovese,red,"full bodied, robust"
Paternoster 2015  Aglianico del Vulture,Italy,89,15,Southern Italy,Aglianico,red,"full bodied, robust"
Or Haganuz 2009 Amuka Merlot-Carignan-Petit Verdot Red (Upper Galilee),Israel,89,16,Upper Galilee,Red Blend,red,"full bodied, robust"
Yaffo 2014 Hommage Cabernet Sauvignon (Ella Valley),Israel,89,38,Ella Valley,Cabernet Sauvignon,red,"full bodied, robust"
Budureasca 2015 Origini Reserve Sauvignon (Dealu Mare),Romania,89,18,Dealu Mare,Sauvignon,red,"medium bodied, balanced"
Celler Bàrbara Forés 2014 Coma d'En Pou Red (Terra Alta),Spain,89,17,Catalonia,Red Blend,red,"light, fruity"
Leverage 2014 Trajectory Red (Paso Robles),US,89,52,California,Rhône-style Red Blend,red,other
Oyster Bay 2014 Merlot (Hawke's Bay),New Zealand,89,15,Hawke's Bay,Merlot,red,"medium bodied, balanced"
Viticcio 2012 Beatrice  (Chianti Classico),Italy,89,42,Tuscany,Red Blend,red,"light, fruity"
Casado Morales 2011  Rioja,Spain,89,23,Northern Spain,Tempranillo,red,"full bodied, robust"
Dow's NV 10-Years-Old Tawny  (Port),Portugal,89,35,Port,Port,red,"medium bodied, balanced"
Damilano 2016  Barbera d'Asti,Italy,89,22,Piedmont,Barbera,red,"light, fruity"
Don Tony Perez 2014 Gran Reserva Petit Verdot (Curicó Valley),Chile,89,19,Curicó Valley,Petit Verdot,red,"full bodied, robust"
L. Tramier & Fils 2015 Laurent Dufouleur  (Nuits-St.-Georges),France,89,83,Burgundy,Pinot Noir,red,"light, fruity"
Peña Roble 2006 Reserva  (Ribera del Duero),Spain,89,31,Northern Spain,Tempranillo,red,"medium bodied, balanced"
Stein Family 2010 Arleyna Red (Napa Valley),US,89,59,California,Red Blend,red,"full bodied, robust"
Montecariano 2008  Valpolicella Classico Superiore Ripasso,Italy,89,32,Veneto,"Corvina, Rondinella, Molinara",red,"medium bodied, balanced"
Musella 2008  Amarone della Valpolicella,Italy,89,47,Veneto,"Corvina, Rondinella, Molinara",red,"medium bodied, balanced"
Echeverria 2013 Gran Reserva Malbec (Aconcagua Valley),Chile,89,14,Aconcagua Valley,Malbec,red,"light, fruity"
Or Haganuz 2012 French Blend Red (Galilee),Israel,89,28,Galilee,Bordeaux-style Red Blend,red,"full bodied, robust"
Massimiliano Vivalda 2003 Amistà  (Barbera d'Asti Superiore),Italy,89,33,Piedmont,Barbera,red,"full bodied, robust"
Jim Barry 2006 The Armagh Shiraz (Clare Valley),Australia,89,175,South Australia,Shiraz,red,"full bodied, robust"
Arpepe 2014 Rosso  (Valtellina),Italy,89,34,Lombardy,Nebbiolo,red,"light, fruity"
Bernard Magrez 2012 Egregore Cuvée d'Exception  (Côtes de Bourg),France,89,39,Bordeaux,Merlot,red,"full bodied, robust"
Calheiros Cruz 2013 Madalena Reserva Especial Red (Douro),Portugal,89,62,Douro,Portuguese Red,red,"medium bodied, balanced"
Conti Formentini 2014 Caligo Sauvignon (Collio),Italy,89,15,Northeastern Italy,Sauvignon,red,"medium bodied, balanced"
Caldaro 2014 Castel Giovanelli Sauvignon (Alto Adige),Italy,89,39,Northeastern Italy,Sauvignon,red,"full bodied, robust"
Cálem 2000 Colheita Tawny  (Port),Portugal,89,39,Port,Port,red,"light, fruity"
Grizzly Peak 2012 Rogue Rouge Red (Rogue Valley),US,89,26,Oregon,Bordeaux-style Red Blend,red,other
Kopke 2003 Colheita White  (Port),Portugal,89,51,Port,Port,red,"light, fruity"
Mr. Riggs 2013 Three Corner Jack Shiraz-Cabernet-Merlot Red (McLaren Vale),Australia,89,21,South Australia,Red Blend,red,"medium bodied, balanced"
St. Pauls 2013 Gfill Sauvignon (Alto Adige),Italy,89,18,Northeastern Italy,Sauvignon,red,"medium bodied, balanced"
Rodney Strong 2010 Symmetry Meritage (Alexander Valley),US,89,55,California,Meritage,red,"full bodied, robust"
Piombaia Rossi-Cantini 2008  Brunello di Montalcino,Italy,89,57,Tuscany,Sangiovese Grosso,red,"full bodied, robust"
Purcari 2014 Vinohora Rara Neagra-Malbec Red (Moldova),Moldova,89,16,Moldova,Red Blend,red,"full bodied, robust"
Val di Suga 2010 Vigna del Lago  (Brunello di Montalcino),Italy,89,107,Tuscany,Sangiovese,red,"medium bodied, balanced"
Villa San Juliette 2013 Reserve Cabernet Franc (Paso Robles),US,89,46,California,Cabernet Franc,red,"full bodied, robust"
HandCraft 2014 Artisan Collection Malbec (California),US,89,12,California,Malbec,red,"medium bodied, balanced"
Castra Rubra 2010 Via Diagonalis Red (Thracian Valley),Bulgaria,89,20,Thracian Valley,Red Blend,red,"medium bodied, balanced"
Cava d'Onice 2010 Riserva  (Brunello di Montalcino),Italy,89,128,Tuscany,Sangiovese,red,"medium bodied, balanced"
Monteraponi 2012 Baron' Ugo Red (Toscana),Italy,89,83,Tuscany,Red Blend,red,"light, fruity"
D'Arenberg 2006 The Twentyeight Road Mourvèdre (McLaren Vale),Australia,89,35,South Australia,Mourvèdre,red,"medium bodied, balanced"
Pietro Beconcini 2011 Vigna Le Nicchie Tempranillo (Toscana),Italy,89,48,Tuscany,Tempranillo,red,"full bodied, robust"
Casto Oaks 2013 Gardner Vineyard Cabernet Sauvignon (Sierra Foothills),US,89,19,California,Cabernet Sauvignon,red,other
Vino La Monarcha 2014 Malbec (Wahluke Slope),US,89,20,Washington,Malbec,red,"light, fruity"
Knapp 2011 Meritage (Finger Lakes),US,89,23,New York,Meritage,red,"medium bodied, balanced"
Andrieux & Fils 2010 Cuvée Jean Vieilles Vignes Red (Châteauneuf-du-Pape),France,89,39,Rhône Valley,Rhône-style Red Blend,red,"full bodied, robust"
Occasio 2010 Opportunity Port (Livermore Valley),US,89,26,California,Port,red,"medium bodied, balanced"
Naggiar 2014 Estate Reserve La Bete Noire Red (Sierra Foothills),US,89,44,California,Rhône-style Red Blend,red,"full bodied, robust"
Stinson 2014 Meritage (Monticello),US,89,32,Virginia,Meritage,red,"light, fruity"
Santa Alicia 2007 Anke Blend 3 Red (Maipo Valley),Chile,89,18,Maipo Valley,Red Blend,red,"full bodied, robust"
Joseph Drouhin 2008  Chambolle-Musigny,France,89,62,Burgundy,Pinot Noir,red,"light, fruity"
Jardin 2009 Nine Yards Chardonnay (Stellenbosch),South Africa,89,40,Stellenbosch,Chardonnay,white,other white
Mariell 2009 Blaufränkisch (Leithaberg),Austria,89,17,Leithaberg,Blaufränkisch,white,"sweet, juicy, soft"
Pico Maccario 2010 Estrosa White (Monferrato),Italy,89,13,Piedmont,White Blend,white,balanced/ complex
Winzer Krems 2015 Rosé Zweigelt (Niederösterreich),Austria,89,12,Niederösterreich,Zweigelt,white,balanced/ complex
Savage Grace 2016 Orange Oak Ridge Vineyard Gewürztraminer (Columbia Gorge (WA)),US,89,26,Washington,Gewürztraminer,white,"dry, briny, crisp, acidic"
Strauss 2016 Classic Pinot Blanc (Steiermark),Austria,89,18,Steiermark,Pinot Blanc,white,balanced/ complex
Strauss 2016 Classic Sauvignon Blanc (Südsteiermark),Austria,89,20,Südsteiermark,Sauvignon Blanc,white,balanced/ complex
Landhaus Mayer 2016 Riesling (Niederösterreich),Austria,89,16,Niederösterreich,Riesling,white,balanced/ complex
Gustav Adolf Schmitt 2012 Niersteiner Auflangen Spätlese Riesling (Rheinhessen),Germany,89,13,Rheinhessen,Riesling,white,"sweet, juicy, soft"
Domaine de Rome 2013  Sancerre,France,89,21,Loire Valley,Sauvignon Blanc,white,"dry, briny, crisp, acidic"
La Chablisienne 2005 Les Vénérables  (Chablis),France,89,23,Burgundy,Chardonnay,white,balanced/ complex
Muddy Boot 2015 Chenin Blanc (Clarksburg),US,89,13,California,Chenin Blanc,white,"sweet, juicy, soft"
Nastl 2015 Klassik Grüner Veltliner (Niederösterreich),Austria,89,10,Niederösterreich,Grüner Veltliner,white,other white
Brancott 2015 Pinot Grigio (Marlborough),New Zealand,89,14,Marlborough,Pinot Grigio,white,balanced/ complex
Zocker 2014 Paragon Vineyard Grüner Veltliner (Edna Valley),US,89,20,California,Grüner Veltliner,white,other white
Château de Chantegrive 2013  Graves,France,89,20,Bordeaux,Bordeaux-style White Blend,white,balanced/ complex
Jacob's Creek 2009 Reserve Chardonnay (Adelaide Hills),Australia,89,13,South Australia,Chardonnay,white,balanced/ complex
Sattlerhof 2006 Steirische Klassik Sauvignon Blanc (Südsteiermark),Austria,89,25,Südsteiermark,Sauvignon Blanc,white,balanced/ complex
Tomero 2007 Torrontés (Salta),Argentina,89,12,Other,Torrontés,white,balanced/ complex
Chateau Dereszla 2015 Dry  (Tokaji),Hungary,89,16,Tokaji,White Blend,white,balanced/ complex
Domaine de Rome 2015  Sancerre,France,89,20,Loire Valley,Sauvignon Blanc,white,"sweet, juicy, soft"
Viña Cobos 2016 Felino Chardonnay (Mendoza),Argentina,89,20,Mendoza Province,Chardonnay,white,other white
Caves Transmontanas 2014 Vertice Grande Reserva Branco White (Douro),Portugal,89,26,Douro,Portuguese White,white,"sweet, juicy, soft"
Guenoc 2007 Chardonnay (Lake County),US,89,14,California,Chardonnay,white,"dry, briny, crisp, acidic"
Gundlach Bundschu 2008 Estate Vineyard Gewürztraminer (Sonoma Valley),US,89,21,California,Gewürztraminer,white,"dry, briny, crisp, acidic"
Domaine Faiveley 2015 Charmes Premier Cru  (Meursault),France,89,161,Burgundy,Chardonnay,white,"dry, briny, crisp, acidic"
Jacob's Creek 2000 Limited Release Chardonnay (Padthaway),Australia,89,33,South Australia,Chardonnay,white,other white
Michele Satta 2013 Giovin Re Viognier (Toscana),Italy,89,50,Tuscany,Viognier,white,other white
Umathum 2013 Zweigelt (Burgenland),Austria,89,24,Burgenland,Zweigelt,white,"sweet, juicy, soft"
Golan Heights Winery 2014 Hermon Moscato (Galilee),Israel,89,15,Galilee,Moscato,white,balanced/ complex
Golan Heights Winery 2014 Yarden Sauvignon Blanc (Galilee),Israel,89,20,Galilee,Sauvignon Blanc,white,"sweet, juicy, soft"
Dashwood 2008 Sauvignon Blanc (Marlborough),New Zealand,89,13,Marlborough,Sauvignon Blanc,white,"dry, briny, crisp, acidic"
Dry Creek Vineyard 2012 Dry Chenin Blanc (Clarksburg),US,89,12,California,Chenin Blanc,white,"dry, briny, crisp, acidic"
Pacific Rim 2012 Sweet Riesling (Columbia Valley (WA)),US,89,10,Washington,Riesling,white,other white
Val do Sosego 2012 Albariño (Rías Baixas),Spain,89,17,Galicia,Albariño,white,"sweet, juicy, soft"
Clos Triguedina 2005 Le Moelleux du Clos Chenin Blanc (Vin de Pays du Comté Tolosan),France,89,61,Southwest France,Chenin Blanc,white,"dry, briny, crisp, acidic"
Oak Grove 2007 Reserve Viognier (California),US,89,8,California,Viognier,white,balanced/ complex
Bodegas Vidal Soblechero 2007 Viña Clavidor Cepas Viejas Verdejo (Rueda),Spain,89,20,Northern Spain,Verdejo,white,balanced/ complex
Bortolomiol 2015 Grand Cuvée del Fondatore Motus Vitae Rive San Pietro di Barbozza Brut Nature  (Valdobbiadene Prosecco Superiore),Italy,89,26,Veneto,Glera,white,balanced/ complex
Terre di San Venanzio Fortunato NV Extra Dry  (Valdobbiadene Prosecco Superiore),Italy,89,19,Veneto,Glera,white,"sweet, juicy, soft"
Colomé 2016 Estate Torrontés (Salta),Argentina,89,15,Other,Torrontés,white,other white
Guerrieri Rizzardi 2015  Soave Classico,Italy,89,24,Veneto,Garganega,white,"dry, briny, crisp, acidic"
Le Colture NV Fagher Brut  (Valdobbiadene Prosecco Superiore),Italy,89,18,Veneto,Glera,white,other white
Leonard Kreusch 2016 Weinkellerei Riesling (Rheinhessen),Germany,89,13,Rheinhessen,Riesling,white,other white
Brampton 2008 Sauvignon Blanc (Western Cape),South Africa,89,11,Western Cape,Sauvignon Blanc,white,balanced/ complex
Batič 2009 Angel Grande Cuvée Rezerva White (Vipavska Dolina),Slovenia,89,35,Vipavska Dolina,White Blend,white,balanced/ complex
Concha y Toro 2013 Marques de Casa Concha Chardonnay (Limarí Valley),Chile,89,23,Limarí Valley,Chardonnay,white,balanced/ complex
Chateau Ste. Michelle 2014 Riesling (Columbia Valley (WA)),US,89,9,Washington,Riesling,white,"dry, briny, crisp, acidic"
Ruhlmann 2014 Cuvée Jean-Charles Riesling (Alsace),France,89,13,Alsace,Riesling,white,balanced/ complex
Morgenhof 2011 Estate Sauvignon Blanc (Simonsberg-Stellenbosch),South Africa,89,19,Simonsberg-Stellenbosch,Sauvignon Blanc,white,"dry, briny, crisp, acidic"
Cave de Kientzheim-Kaysersberg 2009 Late Harvest Pinot Gris (Alsace),France,89,48,Alsace,Pinot Gris,white,"sweet, juicy, soft"
The Lane 2006 Estate Grown Viognier (Adelaide Hills),Australia,89,30,South Australia,Viognier,white,balanced/ complex
Jean-Marc Bernhard 2011 Vieilles Vignes Gewurztraminer (Alsace),France,89,19,Alsace,Gewürztraminer,white,other white
Fox Run 2013 Doyle Family Vineyard Chardonnay (Finger Lakes),US,89,11,New York,Chardonnay,white,balanced/ complex
Hazlitt 1852 Vineyards 2012 Grüner Veltliner (Finger Lakes),US,89,18,New York,Grüner Veltliner,white,balanced/ complex
